Energy_DPMD (eV),x,y,z
-45580.56789,3.2,9.3,8.7
-45580.00864,4.1,9.0,10.1
-45580.24732,5.1,12.7,8.7
-45580.33498,3.3,10.0,9.8
-45580.90939,6.0,12.8,8.7
-45580.65038,6.3,12.5,8.7
-45580.89896,7.5,5.7,9.8
-45582.20895,7.6,4.8,9.1
-45580.21146,8.0,5.4,9.8
-45580.16843,8.2,5.5,9.1
-45580.32639,3.6,8.4,9.1
-45581.84921,4.8,5.3,9.1
-45580.12411,5.2,6.2,10.2
-45583.33051,5.3,5.1,9.1
-45580.31504,5.3,7.7,8.7
-45579.99391,5.8,6.8,10.2
-45580.5784,6.6,6.1,10.2
-45580.07249,6.6,8.7,9.8
-45580.04606,9.0,10.6,9.8
-45580.04241,4.9,6.0,10.2
-45579.9612,5.9,8.5,9.1
-45583.87964,6.7,5.2,9.1
-45582.16824,7.1,5.0,9.8
-45579.93504,8.7,9.7,10.2
-45580.02207,3.7,8.2,10.2
-45580.19765,3.7,10.1,9.5
-45580.24943,4.9,5.5,10.2
-45579.98296,6.0,6.1,10.6
-45583.66273,6.1,5.2,9.5
-45580.23801,6.2,8.6,9.5
-45580.56566,7.9,5.6,9.5
-45579.96751,8.9,10.4,9.5
-45580.6053,9.2,9.8,9.5
-45580.84427,5.2,4.9,10.2
-45580.49514,5.3,6.4,9.1
-45579.96557,5.8,8.3,10.2
-45580.70379,5.9,5.6,8.7
-45580.49621,6.4,6.6,9.8
-45579.95072,6.4,8.0,10.2
-45581.3073,6.6,5.4,10.2
-45581.41179,6.7,5.9,9.1
-45579.9334,7.1,6.5,9.8
-45580.19542,8.5,9.0,9.8
-45580.41497,3.3,9.5,9.8
-45580.8799,4.8,5.8,9.1
-45580.1387,6.1,13.0,9.8
-45580.72154,6.3,13.1,9.1
-45583.2367,7.0,4.8,8.7
-45579.96411,7.6,6.3,9.1
-45580.11158,9.2,8.5,10.2
-45580.06029,3.2,9.8,8.7
-45580.04271,5.6,12.0,9.8
-45580.56724,5.7,13.2,9.1
-45580.78571,6.0,12.2,9.1
-45580.23224,6.2,12.3,9.8
-45579.97535,6.8,8.9,9.8
-45580.21544,7.7,5.0,10.2
-45580.47859,8.1,5.2,8.7
-45579.98467,8.9,7.9,10.2
-45580.50012,3.7,9.4,9.5
-45580.09296,4.3,8.9,9.5
-45579.99281,5.5,5.7,10.6
-45580.29406,6.0,5.4,10.6
-45582.32535,6.1,5.9,9.5
-45580.44254,6.6,12.2,9.5
-45580.12067,6.8,6.7,9.5
-45580.11651,7.1,13.2,9.5
-45580.60888,8.9,9.1,9.5
-45580.75359,9.2,9.3,9.5
-45580.63881,3.2,9.5,9.6
-45579.99882,5.2,12.1,9.5
-45580.20561,5.7,12.0,9.6
-45580.31794,6.0,13.0,9.6
-45580.42774,6.3,12.3,9.6
-45580.2477,6.4,8.8,9.5
-45580.00508,6.9,8.9,9.6
-45580.37431,7.1,4.8,10.5
-45579.94111,7.2,11.9,9.6
-45580.24604,8.4,9.0,9.6
-45579.9875,4.9,13.1,9.2
-45579.9828,5.3,12.1,9.7
-45580.33568,5.8,5.6,10.5
-45580.33931,6.5,6.6,9.6
-45580.13621,6.5,8.8,9.7
-45580.23067,6.7,12.2,9.7
-45580.24777,7.0,6.5,9.6
-45580.14487,7.1,12.0,9.2
-45581.13224,7.2,5.1,10.1
-45580.38456,8.7,8.7,8.8
-45580.43235,3.6,9.4,9.7
-45580.27447,4.0,8.8,9.2
-45580.12037,4.2,8.9,9.7
-45582.45699,6.1,5.4,8.8
-45580.64928,6.6,13.0,9.2
-45580.00642,7.0,13.2,9.7
-45580.85192,7.3,6.2,9.2
-45579.97142,9.1,6.3,9.7
-45580.20521,3.2,8.3,10.1
-45580.55071,5.1,5.7,10.1
-45581.68339,5.4,5.7,8.8
-45581.79297,5.7,4.8,10.1
-45582.09576,6.2,5.8,9.2
-45581.6406,6.3,5.5,10.1
-45579.91564,6.9,6.7,9.7
-45580.01482,7.5,12.7,9.2
-45580.41614,8.8,9.1,9.7
-45580.21582,5.6,6.5,9.2
-45580.03608,5.7,12.2,9.9
-45582.09544,6.0,5.9,9.7
-45580.52021,6.1,12.0,9.4
-45580.14581,7.6,5.2,10.3
-45579.96303,7.7,8.7,9.0
-45581.01971,8.0,5.0,9.0
-45579.96546,8.8,8.5,10.3
-45580.39881,3.2,8.9,9.9
-45579.95985,3.6,6.6,9.9
-45580.35424,3.9,9.6,9.4
-45580.49637,5.3,5.5,10.3
-45579.92687,5.5,8.8,9.9
-45580.3616,5.6,13.0,9.4
-45579.948,5.9,8.1,10.3
-45579.98457,6.0,13.2,9.9
-45580.10974,6.3,12.1,9.9
-45581.61147,6.4,5.7,9.0
-45579.9553,6.5,8.2,10.3
-45581.23475,6.7,4.8,10.3
-45579.96642,7.7,6.1,9.4
-45580.09175,8.4,9.2,9.9
-45579.91951,3.6,8.0,10.3
-45579.96681,4.3,5.6,9.0
-45580.1142,4.8,4.9,10.3
-45581.75828,5.2,5.8,9.4
-45580.22754,5.9,6.7,9.9
-45580.10278,6.3,6.4,9.3
-45580.3558,6.6,6.5,9.4
-45581.1995,7.0,5.9,9.9
-45583.09282,7.1,5.4,9.0
-45580.0875,7.3,12.9,9.4
-45580.00272,3.3,6.7,10.0
-45580.49657,4.6,5.7,8.9
-45580.58044,5.6,5.4,10.4
-45582.09112,5.7,5.9,9.3
-45583.69883,6.0,4.8,8.9
-45579.95716,6.1,5.8,10.7
-45580.48298,6.1,6.5,10.0
-45580.27439,9.2,9.1,10.0
-45580.69445,3.4,9.7,9.3
-45580.20891,3.7,8.8,10.0
-45580.28076,4.1,9.4,9.3
-45579.91877,4.3,9.5,10.0
-45580.22875,5.3,13.1,9.3
-45581.06896,6.2,4.9,10.4
-45580.46693,6.7,13.2,9.3
-45582.33262,6.9,5.6,8.9
-45581.35119,7.2,6.0,9.3
-45580.19637,8.9,9.3,10.0
-45579.9602,5.8,8.9,10.0
-45579.9814,6.6,12.0,10.0
-45580.10245,7.0,12.0,9.6
-45580.36579,7.0,12.2,9.3
-45580.14585,7.3,5.1,10.5
-45580.2643,7.3,5.3,10.4
-45579.91105,9.0,8.7,10.4
-45580.19862,4.1,8.8,9.6
-45580.55818,5.6,4.8,10.5
-45580.43107,5.7,6.5,9.6
-45580.48142,6.2,5.5,10.5
-45580.26171,6.7,13.0,9.6
-45580.59698,7.2,6.2,9.6
-45579.91061,7.4,12.7,9.6
-45580.10511,3.2,9.8,10.1
-45580.45185,5.6,12.0,9.2
-45580.29219,6.0,12.2,9.7
-45580.84979,6.2,12.3,9.2
-45582.5257,6.3,5.8,9.6
-45579.91387,6.3,9.6,9.7
-45580.15221,6.8,8.9,9.2
-45581.95038,7.7,5.0,8.8
-45579.9784,8.2,8.6,10.1
-45580.01377,8.3,5.3,8.8
-45580.87152,3.3,9.5,9.2
-45580.01975,3.4,6.5,9.7
-45579.96387,4.7,8.8,9.2
-45583.17026,5.2,4.9,8.8
-45580.09393,5.7,13.2,9.7
-45581.44532,5.9,5.6,10.1
-45580.69402,6.1,13.0,9.2
-45580.20982,6.3,13.1,9.7
-45580.40993,9.2,8.5,8.8
-45580.62554,4.8,5.8,9.7
-45581.82746,4.9,5.5,8.8
-45580.13137,5.3,6.4,9.7
-45582.64861,6.6,5.4,8.8
-45581.95677,6.7,5.9,9.7
-45581.51417,7.0,4.8,10.1
-45580.41839,7.1,6.5,9.2
-45580.44202,8.5,9.0,9.2
-45580.32336,4.4,5.4,8.7
-45581.56961,5.1,5.7,8.7
-45580.67578,5.4,5.7,10.2
-45580.24975,5.6,6.5,9.8
-45583.20665,5.7,4.8,8.7
-45581.16844,6.0,5.9,9.1
-45582.13967,6.2,5.8,9.8
-45579.94618,9.2,10.0,10.2
-45580.0646,3.3,7.0,9.8
-45580.73832,3.6,9.4,9.1
-45580.19881,4.0,8.8,9.8
-45580.01971,4.5,5.9,9.8
-45581.39508,6.1,5.4,10.2
-45581.09071,6.3,5.5,8.7
-45580.45572,7.0,13.2,9.1
-45580.32545,7.3,6.2,9.8
-45580.75716,8.8,9.1,9.1
-45579.99887,9.0,7.6,9.8
-45579.91296,3.7,9.9,10.2
-45580.14931,4.2,8.9,9.1
-45581.0102,4.9,5.8,9.5
-45580.23686,5.2,6.4,9.5
-45580.13099,5.3,12.1,9.1
-45580.19718,6.5,8.8,9.1
-45582.25704,6.6,5.9,9.5
-45580.09687,6.6,13.0,9.8
-45580.22729,6.7,5.4,10.6
-45580.69634,6.7,12.2,9.1
-45579.95445,7.1,12.0,9.8
-45583.15758,7.2,5.1,8.7
-45580.03615,8.7,8.7,10.2
-45580.09772,5.3,4.9,10.6
-45580.23322,5.6,13.2,9.5
-45580.50572,6.1,12.2,9.5
-45579.94884,6.2,9.6,9.5
-45580.39606,6.2,13.1,9.5
-45579.93071,6.6,5.8,10.7
-45581.88249,7.0,5.9,9.3
-45582.08506,4.8,4.9,8.9
-45580.77439,5.2,5.8,10.0
-45582.70795,5.3,5.5,8.9
-45580.42125,6.6,6.5,10.0
-45579.97053,7.8,9.1,9.3
-45580.96576,3.2,8.9,9.3
-45580.07375,3.9,9.6,10.0
-45580.52397,6.0,13.2,9.3
-45580.55607,6.4,5.7,10.4
-45583.72132,6.7,4.8,8.9
-45580.40305,7.1,5.4,10.4
-45580.24395,7.2,12.5,9.3
-45580.02969,7.7,6.1,10.0
-45580.38033,8.4,9.2,9.3
-45579.96101,8.9,6.8,10.0
-45580.01165,5.5,8.8,9.3
-45580.53704,5.7,12.2,9.3
-45580.00578,6.1,12.0,10.0
-45580.67254,6.3,12.1,9.3
-45582.20605,7.6,5.2,8.9
-45580.44363,8.2,5.1,8.9
-45580.4011,8.8,8.5,8.9
-45580.06496,9.2,7.4,10.0
-45580.29493,3.4,9.7,9.9
-45580.606,3.7,8.8,9.4
-45580.06445,4.1,9.4,9.9
-45580.09449,5.2,12.3,9.4
-45580.20499,5.8,8.9,9.4
-45580.04071,6.4,9.4,9.4
-45580.45999,6.6,12.0,9.4
-45579.94676,6.7,13.2,9.9
-45579.95964,7.0,12.2,9.9
-45580.22484,7.1,13.0,9.4
-45580.81195,7.2,6.0,9.9
-45582.89521,7.3,5.3,9.0
-45580.13902,8.5,8.4,9.0
-45580.79775,9.0,8.7,9.0
-45580.01624,4.3,9.5,9.4
-45583.3021,5.6,5.4,9.0
-45581.36127,6.0,4.8,10.3
-45584.09313,6.2,4.9,9.0
-45580.66929,6.9,5.6,10.3
-45580.6764,8.9,9.3,9.4
-45580.09564,3.2,7.2,9.9
-45581.09385,4.5,4.8,9.0
-45580.31089,5.4,6.6,9.4
-45579.98051,5.6,8.7,9.4
-45582.29151,5.7,5.2,9.9
-45581.44136,5.7,5.9,9.9
-45583.96938,6.1,5.0,9.4
-45580.2474,6.1,6.5,9.4
-45582.66935,6.3,5.1,9.9
-45579.98207,6.3,5.2,10.8
-45580.77986,6.3,6.4,9.9
-45580.86068,9.2,9.1,9.4
-45579.93228,9.2,10.4,9.4
-45580.26893,3.2,7.9,9.9
-45580.22025,3.9,8.6,9.4
-45580.06401,4.4,5.0,9.9
-45580.54315,5.6,6.1,9.0
-45580.25769,6.0,6.3,10.3
-45579.91552,6.3,7.7,10.3
-45579.94817,7.7,13.0,9.0
-45580.50492,8.9,9.8,9.4
-45579.96929,3.6,9.0,10.3
-45580.34199,4.0,9.2,9.0
-45579.94314,4.1,10.1,9.9
-45580.97492,6.4,12.7,9.0
-45580.11927,6.6,11.5,9.4
-45580.48871,7.1,12.4,9.0
-45581.40825,7.2,5.5,9.9
-45581.73637,7.3,5.8,9.0
-45579.93373,3.3,9.1,10.4
-45580.34265,5.2,12.9,9.0
-45580.83231,5.7,12.8,8.9
-45580.00385,5.9,11.7,9.9
-45579.92608,6.1,11.5,10.0
-45580.04607,6.3,11.4,9.3
-45580.88101,7.6,5.9,8.9
-45580.24963,9.2,8.1,10.0
-45580.14066,3.2,10.2,9.3
-45580.84639,3.4,8.7,9.3
-45580.01245,3.7,7.8,10.0
-45580.72854,4.9,5.1,10.0
-45580.7468,6.9,12.6,8.9
-45580.05624,7.1,6.1,10.4
-45580.42392,7.2,13.1,8.9
-45580.43482,7.7,5.4,10.0
-45580.59055,8.1,4.8,9.3
-45580.24395,8.9,8.3,10.0
-45579.96267,4.1,8.4,9.3
-45579.97279,4.3,8.5,10.0
-45581.17841,5.2,5.3,10.0
-45581.13971,5.3,6.0,8.9
-45579.9675,5.3,8.6,9.3
-45580.0426,6.4,8.4,10.0
-45582.2296,6.6,5.0,10.0
-45580.01464,3.7,9.2,10.2
-45580.79741,5.9,12.6,8.7
-45580.06237,6.4,11.6,9.8
-45580.10391,6.6,5.3,10.7
-45580.8507,6.7,12.8,8.7
-45583.36888,7.0,5.2,9.3
-45580.51232,3.3,8.5,9.8
-45579.92068,4.0,10.3,9.8
-45580.29829,4.5,5.2,9.8
-45579.91001,4.8,12.9,8.7
-45581.77166,7.3,4.9,9.8
-45579.9653,7.6,13.2,8.7
-45581.0037,7.8,5.6,9.1
-45580.10956,4.4,8.7,9.1
-45580.00588,5.1,8.4,9.1
-45582.5643,5.6,5.0,9.8
-45583.99965,6.0,5.2,9.1
-45580.64525,6.1,6.1,10.2
-45582.8402,6.2,5.3,9.8
-45580.06719,6.3,8.6,9.1
-45580.05026,9.2,9.5,10.2
-45580.13131,6.1,8.7,9.8
-45579.96555,6.7,6.1,10.6
-45580.1229,6.8,11.7,9.5
-45581.40405,7.7,4.8,9.5
-45579.95502,8.3,5.5,9.5
-45580.03141,8.9,8.1,9.5
-45580.06039,8.9,8.9,10.2
-45580.64067,9.2,8.3,9.5
-45580.25907,3.7,8.4,9.5
-45581.60218,4.9,5.3,9.5
-45582.50354,5.2,5.1,9.5
-45579.99643,5.6,6.3,10.5
-45583.24867,5.7,5.0,9.6
-45579.92319,5.8,8.5,9.5
-45580.2045,6.0,8.7,9.6
-45580.15626,6.2,6.0,10.5
-45583.37169,6.3,5.3,9.6
-45583.53777,6.6,5.2,9.5
-45580.68815,3.2,8.5,9.6
-45580.32913,4.4,5.2,9.6
-45582.25635,5.3,5.1,9.7
-45580.12212,6.5,11.6,9.6
-45580.1375,6.6,8.7,9.2
-45582.96865,6.7,5.2,9.7
-45582.50427,7.2,4.9,9.6
-45580.02915,3.4,7.6,10.1
-45580.46144,3.6,8.4,9.7
-45580.99972,4.8,5.3,9.7
-45580.68636,4.9,6.0,8.8
-45580.04918,4.9,8.6,9.2
-45580.31419,5.2,6.2,8.8
-45580.06522,5.9,8.5,9.7
-45580.30053,7.0,6.3,10.1
-45583.42395,7.1,5.0,9.2
-45580.02943,8.4,8.8,10.1
-45580.17481,3.2,9.3,10.1
-45580.3698,3.3,10.0,9.2
-45580.60285,5.4,12.7,8.8
-45580.70596,6.1,12.4,8.8
-45580.94744,6.2,12.9,8.8
-45579.92352,6.3,12.5,10.1
-45581.56964,7.5,5.7,9.2
-45581.29697,7.6,4.8,9.7
-45580.72545,8.0,5.4,9.2
-45579.98655,8.2,5.5,9.7
-45580.07737,8.8,8.1,9.7
-45579.99244,6.9,11.7,9.7
-45580.20987,7.0,5.0,10.6
-45580.64273,7.1,6.3,9.5
-45579.98507,7.3,12.1,9.5
-45580.32697,8.5,8.8,9.5
-45580.7404,3.3,9.3,9.5
-45579.92477,4.7,9.0,9.5
-45580.13132,5.6,11.8,9.5
-45580.12204,5.7,6.3,9.1
-45580.49294,6.1,12.8,9.5
-45580.55068,6.2,12.5,9.5
-45580.04222,6.8,9.1,9.5
-45580.42199,9.2,9.5,9.8
-45580.1083,3.3,8.5,10.2
-45581.32363,5.6,5.0,10.2
-45581.50936,6.1,6.1,9.8
-45579.94075,6.1,8.7,10.2
-45581.49258,6.2,5.3,10.2
-45580.54337,6.3,6.0,9.1
-45579.95881,6.3,8.6,8.7
-45580.02725,7.6,13.2,9.1
-45580.40705,8.9,8.9,9.8
-45580.32835,3.7,9.2,9.8
-45580.28551,4.1,9.0,9.1
-45579.997,4.3,9.1,9.8
-45579.92485,5.8,9.3,9.8
-45583.23849,6.0,5.2,8.7
-45580.18752,6.6,12.4,9.8
-45580.76643,6.7,12.8,9.1
-45580.47092,7.2,6.4,9.1
-45580.80391,7.3,4.9,10.2
-45580.75334,7.8,5.6,8.7
-45579.99484,9.0,6.5,9.8
-45579.9235,4.8,12.9,9.1
-45580.8795,5.9,12.6,9.1
-45580.86834,6.1,12.4,9.2
-45580.3385,6.3,12.5,9.7
-45580.05807,6.4,9.0,9.8
-45581.50001,7.5,5.7,8.8
-45580.55135,7.6,4.8,10.1
-45580.65982,8.0,5.4,8.8
-45579.93784,8.5,8.0,10.2
-45580.09094,8.8,8.1,10.1
-45580.5736,3.2,9.3,9.7
-45579.91847,4.6,9.0,9.7
-45580.4278,5.4,12.7,9.2
-45580.07886,5.7,11.8,9.7
-45580.27135,6.0,12.8,9.7
-45580.74774,6.2,12.9,9.2
-45579.91416,6.9,9.1,9.7
-45579.96065,3.4,7.6,9.7
-45580.67571,4.9,6.0,9.2
-45580.90021,5.2,6.2,9.2
-45581.17556,5.3,5.1,10.1
-45580.00227,5.9,8.5,10.1
-45580.01244,6.6,8.7,8.8
-45581.70398,6.7,5.2,10.1
-45583.46702,7.1,5.0,8.8
-45579.97336,7.2,12.1,9.7
-45580.18675,8.4,8.8,9.7
-45580.23702,8.7,9.7,9.2
-45580.15444,3.6,8.4,10.1
-45580.50608,3.6,9.2,9.6
-45580.15045,4.2,9.1,9.6
-45580.35321,4.8,5.3,10.1
-45579.95289,5.3,11.9,9.6
-45579.99811,5.9,9.3,9.6
-45580.13091,6.5,9.0,9.6
-45580.83274,6.6,6.1,9.2
-45580.34357,6.7,12.4,9.6
-45580.57766,7.0,6.3,9.7
-45579.95027,9.1,6.5,9.6
-45579.95804,5.9,9.1,9.9
-45581.72373,6.0,6.1,9.6
-45580.65567,6.1,5.2,10.5
-45580.61697,6.4,12.7,9.4
-45579.94014,6.5,9.2,9.9
-45579.99507,6.7,11.8,9.9
-45580.25574,7.1,12.4,9.4
-45580.46732,7.2,5.5,10.3
-45580.48436,8.8,8.9,9.6
-45580.3044,3.6,9.0,9.9
-45580.3886,4.0,9.2,9.4
-45580.01911,4.2,9.3,9.9
-45580.10395,5.2,12.9,9.4
-45581.68396,7.3,5.8,9.4
-45580.07026,5.6,8.7,9.0
-45581.03099,5.7,5.2,10.3
-45584.13714,6.1,5.0,9.0
-45581.29732,6.3,5.1,10.3
-45580.04394,6.8,6.8,9.4
-45580.2431,8.8,9.5,9.9
-45579.92972,3.2,7.9,10.3
-45580.33228,3.9,8.6,9.0
-45580.03008,4.1,8.4,8.9
-45581.40323,5.3,6.0,9.3
-45581.40636,5.6,6.1,9.4
-45580.92469,6.0,6.3,9.9
-45581.21031,6.2,6.2,9.4
-45580.60782,7.1,6.1,10.0
-45580.21326,7.2,13.1,9.3
-45580.07078,8.9,9.8,9.0
-45580.77725,3.4,8.7,8.9
-45580.00093,4.8,6.2,9.3
-45580.04528,4.9,5.1,10.4
-45580.29236,5.2,5.3,10.4
-45580.55194,5.7,12.8,9.3
-45579.91878,5.8,7.9,10.4
-45580.94715,6.6,5.0,10.4
-45580.6729,6.7,6.3,9.3
-45583.52257,7.0,5.2,8.9
-45580.0723,8.5,9.4,10.0
-45580.18265,9.0,9.7,10.0
-45580.26785,3.3,9.1,10.0
-45580.00022,6.2,11.9,10.0
-45580.50296,6.9,12.6,9.3
-45580.72688,7.6,5.9,9.3
-45580.69784,8.1,4.8,8.9
-45579.99273,9.2,6.7,10.0
-45579.91376,5.6,12.4,10.0
-45580.41074,6.0,11.8,9.3
-45580.68205,6.0,13.2,8.9
-45580.89362,3.2,8.9,8.9
-45580.00118,3.3,10.4,10.0
-45579.94593,5.5,8.8,8.9
-45580.61771,5.7,12.2,8.9
-45580.38034,6.3,12.1,8.9
-45581.90364,7.6,5.2,9.3
-45580.06328,8.0,5.0,10.0
-45580.35079,8.2,5.1,9.3
-45580.36936,8.8,8.5,9.3
-45580.01126,4.0,8.2,10.0
-45581.79321,4.8,4.9,9.3
-45580.08222,5.2,5.8,10.4
-45579.94646,5.8,5.7,10.7
-45581.69887,6.4,5.7,10.0
-45580.04763,6.6,6.5,10.4
-45583.89413,6.7,4.8,9.3
-45581.10501,7.0,5.9,8.9
-45579.95254,7.1,4.9,10.7
-45581.38523,7.1,5.4,10.0
-45580.41725,7.2,12.5,8.9
-45580.09041,8.4,9.2,8.9
-45579.95211,8.5,10.1,10.0
-45582.69973,5.3,5.5,9.3
-45583.20165,5.6,5.4,9.4
-45582.71624,6.0,4.8,9.9
-45584.00634,6.2,4.9,9.4
-45581.74335,6.9,5.6,9.9
-45580.80291,8.9,9.3,9.0
-45580.23004,3.3,8.1,9.4
-45580.81904,4.5,4.8,9.4
-45580.18738,4.6,5.7,9.9
-45580.49648,5.7,5.9,10.3
-45580.21332,6.3,6.4,10.3
-45580.52775,6.6,12.0,9.0
-45580.16427,8.8,10.0,9.9
-45580.74779,9.0,8.7,9.4
-45581.00806,9.2,9.1,9.0
-45580.01313,3.6,10.5,9.9
-45579.95865,4.2,9.8,9.9
-45580.25335,5.2,12.3,9.0
-45580.14038,5.8,8.9,9.0
-45582.49827,7.3,5.3,9.4
-45579.9407,8.5,8.4,9.4
-45579.93881,3.6,7.1,10.1
-45580.61439,3.7,8.8,9.0
-45580.14863,4.8,5.8,10.1
-45583.06097,5.2,4.9,9.2
-45582.62677,5.9,5.6,9.7
-45583.57028,6.6,5.4,9.2
-45582.67572,7.0,4.8,9.7
-45580.49139,7.1,13.0,9.0
-45580.16622,7.2,6.0,10.3
-45580.0809,8.5,9.0,8.8
-45581.83831,4.9,5.5,9.2
-45580.09682,5.3,6.4,10.1
-45580.99554,6.7,5.9,10.1
-45580.18254,8.1,5.2,9.7
-45580.46734,3.2,9.8,9.7
-45579.93012,5.6,12.0,8.8
-45579.91452,6.0,12.2,10.1
-45580.49928,6.2,12.3,8.8
-45579.95756,7.5,8.4,9.2
-45581.80559,7.7,5.0,9.2
-45580.04698,8.0,8.7,9.2
-45580.12436,8.3,5.3,9.2
-45580.68449,3.3,9.5,8.8
-45580.43105,3.6,9.9,9.6
-45582.23619,5.5,5.7,9.6
-45583.21012,6.0,5.4,9.6
-45580.21094,6.1,5.9,10.5
-45580.87988,6.1,13.0,8.8
-45579.91761,6.8,6.7,10.5
-45579.93063,7.6,6.3,10.1
-45580.3525,8.6,8.7,9.6
-45579.91438,8.8,7.4,10.1
-45580.18566,8.8,10.2,9.6
-45580.76956,9.2,8.5,9.2
-45580.59637,3.3,9.8,9.5
-45582.93609,5.8,5.6,9.5
-45582.96042,7.1,4.8,9.5
-45580.60212,7.2,7.7,8.7
-45580.5742,8.0,5.2,9.5
-45579.91385,8.3,8.6,9.5
-45580.45866,3.6,9.4,8.7
-45580.25912,3.7,9.9,9.8
-45579.98777,4.0,8.8,10.2
-45579.97184,6.5,8.8,8.7
-45580.11202,6.7,12.2,8.7
-45580.46217,7.0,13.2,8.7
-45583.261,7.2,5.1,9.1
-45580.10464,7.3,6.2,10.2
-45580.32981,8.7,8.7,9.8
-45579.94306,9.0,7.6,10.2
-45580.11797,5.6,6.5,10.2
-45580.99579,6.2,5.8,10.2
-45580.01493,7.8,8.5,9.1
-45580.20886,8.9,10.2,9.8
-45580.31171,3.2,8.3,9.1
-45580.57828,4.4,5.4,9.1
-45581.90408,5.1,5.7,9.1
-45580.12753,5.1,7.1,8.7
-45581.63701,5.4,5.7,9.8
-45579.94175,5.5,8.2,9.1
-45583.92258,5.7,4.8,9.1
-45580.03024,5.9,12.9,9.9
-45582.71986,6.1,5.4,9.8
-45583.13037,6.3,5.5,9.1
-45580.51609,8.8,9.1,8.7
-45580.01942,9.1,6.6,9.9
-45580.33947,9.2,10.0,9.8
-45580.74177,3.5,9.0,9.4
-45580.04092,6.7,12.7,9.9
-45580.2139,7.8,5.8,9.9
-45580.9095,7.9,5.5,9.0
-45580.03112,3.2,8.6,10.3
-45581.73207,4.7,5.0,9.0
-45580.53685,5.0,6.1,9.4
-45579.94814,5.0,8.7,9.0
-45580.41523,5.1,5.2,10.3
-45579.9284,5.2,9.1,9.4
-45583.46994,5.4,5.2,9.0
-45580.92571,5.5,6.1,9.9
-45580.55065,5.8,12.5,9.4
-45579.94684,6.0,8.4,10.3
-45580.1877,6.3,6.8,9.9
-45580.38073,6.4,11.8,9.4
-45580.10907,6.6,9.2,9.4
-45583.89377,6.8,5.1,9.0
-45580.81681,6.9,6.2,9.9
-45580.13888,8.3,9.5,9.4
-45579.93309,9.1,8.0,10.3
-45580.03729,3.5,7.5,10.0
-45581.11359,5.8,6.0,10.0
-45583.45307,5.9,5.3,8.9
-45583.97425,6.5,5.0,8.9
-45579.91338,8.1,9.4,9.9
-45580.46977,8.6,9.4,9.3
-45580.27053,9.0,8.8,10.0
-45580.27076,4.2,5.1,8.9
-45580.08336,5.1,12.8,9.3
-45580.42618,5.5,12.4,9.3
-45580.16829,5.7,9.0,9.3
-45580.70483,6.0,12.7,9.3
-45580.02042,6.2,12.6,10.0
-45580.08799,6.3,9.3,9.3
-45579.91024,6.4,6.0,10.7
-45580.76629,6.4,6.3,10.0
-45579.93755,6.6,6.9,10.0
-45580.312,6.9,11.9,9.3
-45582.51275,7.4,5.4,8.9
-45580.59232,3.8,9.1,9.3
-45580.12467,4.4,9.2,9.3
-45580.40133,5.9,5.1,10.6
-45580.38268,6.5,5.2,10.6
-45580.38852,7.5,5.9,10.0
-45580.20686,8.5,9.7,9.5
-45580.6515,9.0,9.4,9.5
-45579.91176,4.7,6.1,9.8
-45580.56484,5.1,6.3,9.1
-45580.33859,5.6,12.7,9.5
-45581.30183,5.8,6.2,9.5
-45580.19867,6.1,9.0,9.5
-45581.72183,6.4,6.1,9.5
-45580.3341,6.8,12.9,9.5
-45583.00305,6.9,5.3,8.7
-45579.91558,7.4,4.8,10.6
-45580.10443,8.2,8.9,9.1
-45580.35325,8.9,9.6,9.8
-45580.13496,3.8,8.5,8.7
-45581.1895,4.6,5.2,8.7
-45580.53503,5.0,5.0,10.2
-45580.4537,5.4,6.3,9.8
-45583.47021,5.5,5.0,8.7
-45580.89634,6.5,12.4,9.1
-45581.47586,6.8,6.0,9.8
-45579.92746,6.8,8.6,10.2
-45580.568,7.0,12.7,9.1
-45580.50709,7.3,5.6,10.2
-45581.55703,7.8,4.9,8.7
-45580.93578,3.4,9.2,9.1
-45580.51662,5.9,11.9,9.1
-45580.1843,6.4,12.8,9.8
-45580.16402,6.7,9.0,9.1
-45580.04934,9.0,8.2,10.2
-45579.95632,3.8,10.0,10.1
-45580.49762,3.9,9.3,9.2
-45579.98585,4.5,9.0,9.2
-45580.04759,5.6,9.2,9.2
-45580.20063,5.7,12.7,9.7
-45580.09891,6.0,9.0,9.7
-45580.67194,6.8,12.5,9.2
-45580.1037,6.9,12.9,9.7
-45582.54636,7.5,4.8,8.8
-45580.27555,7.6,5.7,10.1
-45580.17698,3.5,8.4,8.8
-45580.11704,4.0,8.7,8.8
-45580.00254,4.2,8.6,10.1
-45580.31525,4.3,5.3,8.8
-45581.36088,5.9,6.2,9.7
-45580.19738,6.2,9.1,9.2
-45583.48779,6.4,5.2,8.8
-45581.62773,6.5,6.1,9.7
-45580.11375,8.4,9.7,9.7
-45580.56528,8.7,8.8,9.2
-45580.50764,9.1,9.4,9.7
-45580.07731,5.3,12.6,9.6
-45580.69268,5.5,6.3,9.6
-45583.72336,5.8,5.1,8.8
-45579.97978,6.5,8.7,10.1
-45580.36694,6.5,12.8,9.6
-45581.67539,6.9,6.0,9.6
-45579.96678,3.2,6.2,9.6
-45580.49019,3.4,8.2,9.7
-45579.91463,4.2,5.5,9.7
-45580.19245,5.2,7.0,8.8
